,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
11952,413,51929,595,b'GALAXY',b'',0.02285402,119.5055,38.53736,40.27588,102.6459,16.96383,45.95704,36.82253,-3.204244,-2.673741
11953,414,51901,172,b'GALAXY',b'AGN',0.1329205,97.71568,23.24177,32.2167,55.96181,11.13045,40.87717,30.95258,-6.304206,-3.573401
11954,414,51869,191,b'GALAXY',b'STARFORMING',0.1328982,98.73532,21.00559,31.98968,54.16656,13.67752,45.984,26.69586,-6.248463,-3.310743
11955,414,51901,224,b'GALAXY',b'STARFORMING',0.06751975,69.94992,16.47461,8.689601,28.35963,6.975275,21.5698,11.95714,-7.899626,-2.871744
11956,414,51901,240,b'GALAXY',b'STARFORMING',0.02966913,219.6252,75.19666,101.5799,35.25496,8.141677,49.29099,34.35462,-31.4796,-4.927294
11957,414,51901,332,b'GALAXY',b'STARBURST',0.1359888,303.1075,86.70882,56.95603,103.3255,10.30543,62.24109,49.21698,-48.47627,-15.79792
11958,414,51869,496,b'GALAXY',b'STARFORMING',0.1331157,325.3678,55.71381,16.48104,165.9699,11.84868,42.83115,40.81058,-30.66412,-15.4671
11959,414,51869,512,b'GALAXY',b'STARFORMING',0.06676327,457.1121,87.80798,32.15534,196.0657,12.8997,81.5462,60.81205,-34.7983,-14.70306
11960,415,51810,60,b'GALAXY',b'STARBURST',0.1313661,298.7164,68.22771,19.0743,119.509,9.697793,44.12466,40.29894,-46.40605,-18.62681
11961,415,51879,159,b'GALAXY',b'STARBURST',0.137077,384.8447,100.2917,74.16701,105.13,13.31543,71.0924,48.09768,-55.30739,-15.52993
11962,415,51810,454,b'GALAXY',b'STARBURST',0.0475311,1596.888,382.1753,73.64571,563.2997,27.45327,258.5863,188.091,-47.83962,-16.90426
11963,416,51885,7,b'GALAXY',b'',0.1920728,295.3329,48.73726,51.75847,97.95308,15.66006,57.48679,48.38208,-52.73872,-20.19979
11964,418,51817,72,b'GALAXY',b'STARFORMING',0.1198028,294.5458,70.9856,31.97148,96.60783,8.894769,47.9608,36.30151,-43.32038,-13.49974
11965,418,51884,240,b'GALAXY',b'STARFORMING',0.06008494,99.58849,32.64505,44.53249,16.82358,5.775249,19.64238,13.73592,-24.67079,-3.910876
11966,419,51868,294,b'GALAXY',b'STARFORMING',0.06660856,191.5638,51.0074,21.17776,60.75489,7.280036,40.78604,30.59164,-26.47961,-8.5586
11967,419,51879,299,b'GALAXY',b'STARFORMING',0.1284731,259.4697,57.21512,30.7443,95.42044,9.908467,47.85635,30.821,-23.4841,-8.339119
11968,419,51868,392,b'GALAXY',b'AGN',0.06731699,772.9255,182.5179,1418.192,541.6191,47.44128,198.9326,146.6804,-24.23467,-15.74079
11969,419,51879,506,b'GALAXY',b'STARBURST',0.12574,549.9704,157.3274,90.4121,172.7895,16.14462,96.79956,74.37304,-57.65366,-18.19195
11970,419,51879,586,b'GALAXY',b'',0.07971095,76.36977,20.89875,141.1387,100.233,11.25373,25.10975,23.56258,-4.520833,-5.772881
11971,419,51879,636,b'GALAXY',b'STARBURST',0.1066567,498.2957,137.4458,84.73583,162.2562,14.74525,96.81231,67.85151,-66.98227,-22.24739
11972,420,51871,220,b'GALAXY',b'STARFORMING',0.1355565,315.3693,76.6132,34.05333,120.0705,11.78502,40.89637,30.67984,-23.58397,-9.066303
11973,421,51821,144,b'GALAXY',b'STARFORMING',0.05712245,522.7894,138.5924,407.7428,214.0949,46.38136,132.3161,110.0615,-12.73894,-5.501331
11974,422,51811,153,b'GALAXY',b'STARFORMING',0.1245773,438.581,84.78094,22.83702,219.289,13.80628,65.10144,57.69555,-29.48328,-14.55012
11975,422,51811,394,b'GALAXY',b'STARFORMING',0.07450248,277.3211,67.56156,23.42773,85.58084,12.59654,54.43763,43.9329,-30.63163,-9.857071
11976,424,51893,110,b'GALAXY',b'STARFORMING',0.1300677,383.7259,85.3334,22.22526,160.7954,10.29761,60.76285,45.14128,-30.42166,-12.80764
11977,425,51884,244,b'GALAXY',b'STARFORMING',0.06172086,291.253,87.43237,23.05948,92.86981,10.38014,54.93675,39.18562,-29.63798,-9.272707
11978,426,51882,74,b'GALAXY',b'',0.002856168,2385.685,245.6155,552.0753,2529.156,156.3016,658.0909,529.1655,-20.93822,-21.72026
11979,426,51882,119,b'GALAXY',b'STARBURST',0.1571475,365.2055,92.60571,82.4491,117.3567,17.86835,70.40138,45.39659,-57.47626,-18.74422
11980,428,51883,398,b'GALAXY',b'STARFORMING',0.04681987,163.4942,38.96834,17.95502,58.74475,9.263606,34.60897,23.56718,-15.2762,-5.155805
11981,429,51820,4,b'GALAXY',b'STARFORMING',0.1056927,845.5174,143.3254,36.36864,321.7376,23.32236,131.8927,93.62987,-37.7487,-14.20696
11982,429,51820,291,b'GALAXY',b'STARFORMING',0.00271248,94.71556,33.13739,38.0289,16.59701,5.705884,28.83283,18.92621,-7.509569,-1.500439
11983,429,51820,356,b'GALAXY',b'STARFORMING',0.1233014,307.9064,57.08232,42.72549,171.8943,18.95984,80.5337,57.04844,-17.67274,-9.440992
11984,429,51820,480,b'QSO',b'AGN BROADLINE',0.1973861,218.2655,50.20153,453.599,192.4984,18.86279,61.63487,64.94946,-29.74453,-23.15431
11985,430,51877,130,b'GALAXY',b'STARBURST',0.04466079,1718.807,398.9334,122.8707,686.8659,37.12905,265.6187,195.5353,-50.01603,-20.19672
11986,431,51877,19,b'GALAXY',b'STARBURST',0.0982682,379.226,95.54153,30.77929,122.5656,14.13129,67.56351,48.32125,-41.81525,-13.07937
11987,432,51884,215,b'GALAXY',b'STARBURST',0.1302631,549.8926,123.9718,42.68409,178.4099,15.90522,98.73032,64.99378,-53.13504,-16.88594
11988,432,51884,417,b'GALAXY',b'STARFORMING',0.04174067,395.909,100.958,60.50254,102.0796,11.47241,88.17296,61.81753,-31.19807,-9.662428
11989,433,51873,317,b'GALAXY',b'STARBURST',0.01167478,311.3333,103.2349,312.6811,22.02713,9.639058,44.61761,32.03539,-102.6326,-8.15472
11990,434,51885,13,b'GALAXY',b'STARFORMING',0.07384734,302.5468,58.53885,15.00866,92.69291,8.882514,46.10726,33.27288,-27.02794,-8.317646
11991,436,51883,315,b'GALAXY',b'AGN',0.1322727,269.3005,69.85747,372.9276,194.0972,19.61042,43.57982,45.50836,-30.56312,-21.99612
11992,436,51883,464,b'GALAXY',b'STARFORMING',0.05101316,486.8614,98.14289,55.40277,197.6331,17.00033,101.0301,78.56653,-16.22525,-6.614221
11993,436,51883,493,b'GALAXY',b'AGN',0.04992004,356.4557,80.32814,395.7169,339.93,55.5971,112.1457,95.37998,-14.588,-13.46504
11994,436,51883,600,b'GALAXY',b'STARBURST',0.04902073,1745.768,531.1341,1911.3,128.0878,41.62243,182.6006,127.5139,-96.69595,-7.644086
11995,437,51869,321,b'GALAXY',b'',0.1064258,72.66187,15.88049,22.09215,51.24958,17.08906,38.30258,20.76713,-4.861921,-3.988119
11996,438,51884,36,b'GALAXY',b'STARFORMING',0.05412089,387.4616,61.03734,19.0771,200.8374,11.00673,73.41943,57.06849,-27.96588,-14.66056
11997,440,51912,385,b'GALAXY',b'STARFORMING',0.07457887,250.4557,48.28526,46.67268,79.05785,11.00123,52.86574,38.21175,-39.40534,-12.65264
11998,440,51885,608,b'GALAXY',b'STARBURST',0.001656021,2971.486,954.0591,2655.871,252.4989,34.46191,342.7514,232.6438,-333.9771,-29.71299
11999,441,51868,52,b'GALAXY',b'STARFORMING',0.04823808,238.5014,66.67908,96.99384,35.39269,11.24786,53.67757,35.16613,-31.01421,-4.477107
12000,441,51868,485,b'GALAXY',b'STARFORMING',0.04996745,188.2666,53.04471,13.74254,67.59589,8.111005,40.21857,27.3279,-19.18534,-6.877898
12001,442,51882,416,b'GALAXY',b'STARFORMING',0.0308929,797.27,180.1388,38.82924,272.7423,15.80402,127.0282,83.3149,-26.32222,-8.968278
12002,443,51873,209,b'GALAXY',b'AGN BROADLINE',0.09361134,791.0785,208.1816,1546.771,768.1608,154.0579,204.6676,211.3103,-42.44638,-35.94371
12003,444,51883,78,b'GALAXY',b'STARBURST',0.05722107,549.4869,129.8488,106.6221,123.1104,19.80893,118.4097,84.0777,-52.79313,-11.72447
12004,433,51873,626,b'GALAXY',b'AGN',0.09695143,947.1702,232.6967,2055.15,844.5031,95.34975,297.9771,261.2904,-46.63118,-40.64287
12005,434,51885,269,b'GALAXY',b'STARBURST',0.06642329,1057.436,231.2002,77.51874,331.2733,27.60114,193.2903,142.2019,-63.78991,-19.95872
12006,434,51885,379,b'GALAXY',b'STARFORMING',0.144848,323.1268,45.19404,29.55919,152.3304,10.46668,61.42488,51.27948,-23.1168,-10.78298
12007,435,51882,85,b'GALAXY',b'STARBURST',0.04065194,848.9225,140.2268,30.45386,318.8994,16.09521,123.3107,84.35741,-45.97829,-17.14821
12008,435,51882,354,b'GALAXY',b'AGN',0.1364474,278.7468,61.59911,203.7992,231.9367,36.34933,84.40806,67.97672,-21.38039,-17.52334
12009,436,51883,142,b'GALAXY',b'STARBURST',0.07102156,572.9595,128.2974,62.62515,198.2881,15.35666,107.1603,73.69881,-42.53528,-14.69692
12010,436,51883,421,b'GALAXY',b'STARBURST',0.050704,1285.273,328.5833,394.6305,315.3497,29.55681,201.1534,150.1584,-46.06696,-11.42472
12011,436,51883,503,b'GALAXY',b'STARFORMING',0.02189192,793.3391,224.4811,275.183,190.8409,36.63512,201.7925,141.4781,-39.51522,-9.37096
12012,437,51869,213,b'GALAXY',b'STARFORMING',0.04139315,684.1639,167.4796,87.94315,278.0919,17.5672,102.9137,76.76295,-22.59955,-9.078367
12013,437,51876,334,b'GALAXY',b'STARFORMING',0.1064333,71.98856,19.63764,21.37414,47.91591,20.13075,34.35336,31.91787,-5.029592,-3.698438
12014,438,51884,42,b'GALAXY',b'STARBURST',0.04039489,845.6176,192.42,101.3122,273.0332,22.08614,164.2815,119.5203,-46.25967,-14.81782
12015,438,51884,143,b'GALAXY',b'STARFORMING',0.10268,241.1109,54.20003,18.04233,81.67059,14.42381,46.48376,31.87186,-46.6156,-9.330229
12016,438,51884,563,b'GALAXY',b'AGN',0.05649216,170.2659,43.30375,123.3614,116.5382,13.91976,42.17744,34.52337,-13.72241,-8.742079
12017,440,51885,69,b'GALAXY',b'STARFORMING',0.1195757,313.4719,62.83046,34.43056,161.0732,13.70369,61.34634,42.92181,-26.39143,-12.73889
12018,440,51885,111,b'GALAXY',b'STARFORMING',0.1193576,394.1975,63.83258,12.18201,172.5411,11.91338,58.66961,46.12093,-36.06919,-14.92948
12019,440,51885,242,b'GALAXY',b'STARBURST',0.09300183,2597.532,513.2178,157.4967,1336.412,64.41886,412.083,343.3059,-114.6793,-57.33395
12020,440,51912,360,b'GALAXY',b'STARBURST',0.1776042,683.4316,186.0372,369.1878,74.51312,30.25932,108.4236,76.35723,-125.4654,-6.993002
12021,440,51885,464,b'GALAXY',b'STARFORMING',0.07696452,429.801,96.74886,21.87114,175.5859,10.6714,73.3814,53.91114,-24.39584,-10.3108
12022,441,51868,139,b'GALAXY',b'STARFORMING',0.05237225,320.0323,87.68008,275.3396,140.4826,40.0034,109.0576,81.96053,-27.96973,-11.73143
12023,441,51868,492,b'GALAXY',b'STARFORMING',0.01396442,288.3401,98.01884,209.0813,32.92802,7.913294,54.75967,37.59278,-30.19197,-2.98986
12024,442,51882,547,b'GALAXY',b'STARBURST',0.1131495,308.9438,82.818,59.94197,85.99924,8.599524,67.78852,43.07761,-47.56477,-13.1015
12025,443,51873,18,b'GALAXY',b'AGN',0.1180532,269.7751,57.37854,178.2356,155.3831,13.90616,46.21672,38.60642,-23.12258,-13.85495
12026,443,51873,132,b'GALAXY',b'STARFORMING',0.02352698,964.08,255.6421,87.79646,481.2379,25.20983,178.716,137.1876,-20.31983,-9.99519
12027,443,51873,520,b'GALAXY',b'STARBURST',0.05415089,1137.464,316.4674,661.824,186.8822,34.97548,182.3412,131.4848,-71.31258,-11.71902
12028,444,51883,527,b'GALAXY',b'',0.0311887,222.5827,25.6532,20.79021,163.4139,20.8009,51.00296,33.77695,-7.712002,-5.523735
12029,445,51873,53,b'GALAXY',b'STARFORMING',0.0516151,293.9125,59.03117,17.99869,140.799,11.31562,53.67602,45.65998,-28.02578,-13.38304
12030,445,51873,455,b'GALAXY',b'STARBURST',0.01663235,325.9907,106.1862,117.2252,54.85362,9.17048,77.34389,54.06773,-74.07221,-12.82045
12031,446,51899,61,b'GALAXY',b'AGN',0.08305731,537.2966,99.78968,284.0436,328.4239,25.9497,126.0049,84.47186,-30.18425,-17.9056
12032,446,51899,249,b'GALAXY',b'',0.002287212,3078.785,926.7194,2640.882,212.2945,17.61348,181.0208,127.6692,-302.272,-4.072551
12033,446,51899,532,b'GALAXY',b'STARFORMING',0.04646016,642.3461,145.1056,29.65178,241.0264,15.6934,114.7386,83.08395,-33.18451,-12.4953
12034,446,51899,541,b'GALAXY',b'STARBURST',0.1231569,949.3956,299.7284,1184.705,38.21175,25.75302,95.38694,64.63003,-224.8616,-7.832603
12035,447,51877,301,b'GALAXY',b'STARFORMING',0.1140233,299.7128,59.41032,55.2842,156.5883,11.20181,41.75107,34.92748,-25.46486,-13.55482
12036,447,51877,624,b'GALAXY',b'STARBURST',0.03958077,619.754,185.2647,370.7497,81.00864,23.69182,112.2429,80.4183,-64.78505,-8.822832
12037,448,51900,176,b'GALAXY',b'STARBURST',0.08544366,186.0586,45.61159,34.20464,40.9075,7.940831,40.58735,29.67849,-45.6718,-10.17148
12038,449,51900,135,b'GALAXY',b'',0.05812032,363.4255,100.7287,71.19397,104.2457,12.43574,74.15583,53.72514,-46.30201,-12.63423
12039,449,51900,340,b'GALAXY',b'AGN',0.08052396,740.7493,148.0066,708.3388,498.6214,43.36277,150.4793,122.8376,-36.67027,-24.65038
12040,449,51900,356,b'GALAXY',b'STARBURST',0.04967882,838.6517,249.3155,674.5741,76.9094,21.13692,117.9327,81.48976,-102.6336,-9.95061
12041,449,51900,422,b'GALAXY',b'STARBURST',0.03754972,188.46,61.04113,107.2132,26.92492,7.63073,38.84434,25.43812,-31.40111,-4.803545
12042,450,51908,134,b'GALAXY',b'STARFORMING',0.0885947,654.6918,142.456,31.8508,268.0212,13.91143,99.61239,74.01609,-29.27533,-11.87283
12043,450,51908,355,b'GALAXY',b'STARBURST',0.07568314,200.67,59.47653,40.65928,55.42237,4.326366,40.8278,30.74628,-38.67624,-11.10426
12044,451,51908,464,b'GALAXY',b'STARBURST',0.08971809,1642.176,307.7999,196.2141,529.2914,56.30855,273.8692,205.0779,-89.7784,-28.60946
12045,451,51908,561,b'GALAXY',b'STARFORMING',0.04639765,248.0894,46.34182,29.18335,86.90992,10.15914,72.37105,52.61032,-19.57985,-6.756751
12046,451,51908,597,b'GALAXY',b'STARFORMING',0.04209424,321.551,75.33215,195.8135,112.1407,15.21237,89.51015,59.74709,-20.25962,-7.105652
12047,452,51911,131,b'GALAXY',b'STARBURST',0.07180431,689.459,135.8795,49.22207,216.9484,17.07657,131.9198,91.93661,-48.45616,-15.57507
12048,452,51911,180,b'GALAXY',b'STARFORMING',0.04939853,452.9201,138.2465,88.97641,112.7908,15.99494,94.87341,66.64021,-43.03139,-10.99434
12049,452,51911,521,b'GALAXY',b'STARBURST',0.04047179,367.625,111.0296,100.0059,86.10857,12.35738,81.28061,57.38081,-44.10437,-10.32354
12050,453,51915,137,b'GALAXY',b'STARBURST',0.02994246,1340.764,395.571,797.1272,160.5498,30.93018,214.1602,145.017,-113.763,-13.96764
12051,453,51915,345,b'GALAXY',b'STARBURST',0.04088883,626.5195,170.3628,169.6898,143.0396,20.5409,127.0014,86.68021,-57.88444,-13.01278
12052,454,51908,351,b'GALAXY',b'STARBURST',0.1006468,573.0839,141.7592,119.1126,175.2166,20.48207,110.6169,78.05668,-42.00889,-13.72322
12053,455,51909,37,b'GALAXY',b'STARBURST',0.182577,291.5132,76.40397,37.31533,87.43933,10.21579,55.83557,35.39661,-53.00419,-17.31815
12054,455,51909,78,b'GALAXY',b'STARFORMING',0.004572298,970.6432,246.9069,285.8083,564.4141,68.26141,204.1358,177.7696,-17.12185,-10.15134
12055,455,51909,156,b'GALAXY',b'STARBURST',0.09340837,419.8891,123.33,74.99017,112.1562,10.65405,78.03174,56.24271,-41.85919,-10.76414
12056,455,51909,221,b'GALAXY',b'STARBURST',0.04313967,961.123,251.7096,146.1969,223.5383,25.80167,189.5125,132.8388,-61.55382,-13.96297
12057,456,51910,143,b'GALAXY',b'STARFORMING',0.06875283,237.3549,51.07391,19.93319,91.05421,9.197026,46.227,36.48317,-19.63381,-7.476962
12058,456,51910,379,b'GALAXY',b'STARBURST',0.03060985,773.0347,279.1225,838.6267,63.07749,12.31416,93.30583,63.60369,-134.52,-11.11572
12059,456,51910,443,b'GALAXY',b'STARBURST',0.1145936,534.475,140.9548,102.0023,140.4898,17.90915,101.7724,71.59318,-43.29888,-11.60575
12060,457,51901,126,b'GALAXY',b'STARFORMING',0.0304412,456.4189,129.7704,45.28815,149.229,15.20057,105.9657,74.72247,-24.24535,-7.726771
12061,458,51929,172,b'GALAXY',b'STARBURST',0.03086072,1565.251,295.1998,85.099,575.9384,34.17228,282.6304,210.2029,-54.38647,-19.86485
12062,459,51924,343,b'GALAXY',b'STARFORMING',0.02881709,187.8085,55.59124,177.6581,13.74123,7.457989,26.7977,19.38509,-42.10772,-2.936014
12063,460,51924,30,b'GALAXY',b'STARFORMING',0.1382962,566.9383,108.8691,26.74268,271.6066,24.41862,72.15594,55.21802,-22.39361,-10.65032
12064,490,51929,354,b'GALAXY',b'STARFORMING',0.1346923,249.1667,54.08802,10.54514,76.43407,6.740078,23.60546,21.36384,-21.47903,-6.566052
12065,490,51929,440,b'GALAXY',b'STARFORMING',0.04176611,277.0677,56.81751,11.64289,91.77087,7.548153,51.05754,35.00297,-18.11096,-6.024022
12066,491,51942,55,b'GALAXY',b'STARFORMING',0.01368999,116.6588,37.23974,48.88618,13.7309,7.146838,30.20627,18.64047,-19.71739,-2.80188
12067,491,51942,74,b'GALAXY',b'STARBURST',0.1128616,617.5876,141.6302,73.61085,215.7872,16.31748,95.58884,72.86526,-63.51058,-21.94105
12068,493,51957,87,b'GALAXY',b'STARBURST',0.1187318,687.1168,136.3991,115.2439,295.777,17.18091,109.4799,84.04445,-48.97524,-21.06889
12069,493,51957,369,b'GALAXY',b'STARFORMING',0.1151543,376.8278,93.83315,47.2534,145.9448,12.36502,60.078,39.11345,-33.6927,-12.76615
12070,493,51957,496,b'GALAXY',b'STARBURST',0.05844864,733.5557,108.2257,33.03128,397.9761,18.55068,94.37346,79.77718,-57.41351,-30.81809
12071,494,51915,170,b'GALAXY',b'',0.1053407,78.60137,21.02817,100.1437,53.13964,9.181804,19.22006,13.94511,-9.786155,-3.693665
12072,494,51915,214,b'GALAXY',b'STARFORMING',0.09882711,252.341,57.02474,72.72389,138.3438,9.899264,38.78352,28.6631,-17.67462,-8.943225
12073,494,51915,254,b'GALAXY',b'STARFORMING',0.08485866,187.4942,55.28323,49.03759,42.67557,7.400876,43.18417,27.04206,-33.4907,-8.043649
12074,494,51915,422,b'GALAXY',b'STARFORMING',0.1073684,49.90385,15.99393,13.17832,33.93278,7.126004,18.64969,11.69245,-3.6581,-2.416608
12075,496,51988,36,b'GALAXY',b'STARFORMING',0.06758392,192.2765,41.96303,22.42499,53.85025,10.64125,45.65779,30.97013,-17.9067,-4.737372
12076,496,51988,234,b'GALAXY',b'STARFORMING',0.1218862,251.5209,54.35352,23.89284,171.0421,11.90207,51.07174,40.31379,-17.65401,-12.0717
12077,496,51988,254,b'GALAXY',b'STARBURST',0.1358225,755.068,193.8027,170.5715,184.9314,21.94001,127.6705,92.91125,-98.95762,-24.38826
12078,496,51988,310,b'GALAXY',b'STARBURST',0.05327911,303.0762,106.1923,120.5239,52.88223,11.57539,53.84658,41.28868,-49.10808,-9.497883
12079,496,51988,311,b'GALAXY',b'STARBURST',0.1060675,828.297,183.6913,182.4772,282.8377,31.52196,146.23,110.9898,-90.79694,-31.70785
12080,499,51988,421,b'GALAXY',b'STARBURST',0.1434557,1059.385,236.5101,394.7295,275.8671,37.51246,168.8287,127.0199,-185.3698,-49.08424
12081,500,51994,48,b'GALAXY',b'STARFORMING',0.03232556,1817.707,483.9738,136.1568,943.5131,42.90481,316.8632,255.1577,-29.74875,-15.71975
12082,500,51994,210,b'GALAXY',b'STARBURST',0.0872232,451.1316,102.1995,68.59864,156.886,14.29394,67.3178,54.04443,-52.44164,-18.50324
12083,500,51994,384,b'GALAXY',b'AGN',0.07074789,97.09571,33.58405,136.2218,74.72289,9.103251,25.05727,21.44043,-8.537573,-6.415561
12084,500,51994,534,b'GALAXY',b'STARFORMING',0.07892184,299.008,62.58643,62.24784,210.9261,37.80543,81.59318,65.87045,-7.673233,-4.949749
12085,501,52235,163,b'GALAXY',b'AGN',0.02490477,632.7863,128.325,201.2907,430.8555,39.26017,158.1568,107.4533,-5.941417,-4.078833
12086,501,52235,465,b'GALAXY',b'STARFORMING',0.07244151,267.8787,56.05994,16.02454,105.1243,10.14998,44.49766,32.23181,-23.47248,-9.280601
12087,502,51957,354,b'GALAXY',b'STARFORMING',0.0224013,1084.463,226.9531,51.70951,430.931,32.70254,202.8136,149.2618,-34.83972,-13.88063
12088,503,51999,571,b'GALAXY',b'STARBURST',0.07279751,368.6396,101.2912,45.96134,121.2961,8.941792,69.7983,50.52192,-41.83738,-13.82879
12089,504,52316,57,b'GALAXY',b'STARFORMING',0.1838604,257.9003,54.30591,45.31137,116.9699,15.59052,43.41026,46.27325,-28.33361,-12.71604
12090,505,52317,251,b'GALAXY',b'AGN',0.0965956,110.6247,21.69903,62.44741,99.67255,15.38986,27.16658,29.61675,-10.41743,-9.159647
12091,505,52317,398,b'GALAXY',b'STARBURST',0.0287989,599.1587,184.0448,207.801,128.6057,20.0057,126.4417,89.79129,-52.16109,-11.23723
12092,507,52353,312,b'GALAXY',b'STARFORMING',0.05498559,164.5301,43.69139,53.67655,29.26081,9.72152,38.54721,29.32818,-26.85973,-3.973911
12093,509,52374,88,b'GALAXY',b'STARBURST',0.0991028,450.3562,127.7131,79.75341,114.1432,16.23385,97.8867,68.20701,-51.99775,-21.07947
12094,509,52374,445,b'GALAXY',b'STARBURST',0.03646737,227.2213,68.25842,154.7196,25.61947,11.92987,40.27251,31.08855,-39.66347,-5.334849
12095,510,52381,256,b'GALAXY',b'STARBURST',0.1038892,558.1053,103.6122,20.45411,210.4586,12.76686,76.31608,59.92825,-44.63586,-17.70146
12096,510,52381,487,b'GALAXY',b'STARFORMING',0.0792532,522.9365,137.8185,42.86312,178.8151,12.88873,80.74708,59.4548,-33.73032,-11.33808
12097,511,52636,211,b'GALAXY',b'STARFORMING',0.04808986,1644.608,266.5338,65.75781,831.3801,47.89345,272.7879,212.0234,-23.68769,-11.54311
12098,512,51992,180,b'GALAXY',b'STARBURST',0.07172006,1753.613,462.6096,1289.6,189.8764,37.85975,209.4128,148.6359,-233.6649,-25.21693
12099,512,51992,251,b'GALAXY',b'STARFORMING',0.04918677,175.5207,32.11056,10.74975,74.92226,10.01434,42.4818,28.78476,-15.1971,-6.401025
12100,512,51992,379,b'GALAXY',b'STARFORMING',0.0749736,516.7292,143.6898,54.19777,218.7944,14.23338,109.5285,78.63081,-35.36079,-15.02172
12101,515,52051,389,b'GALAXY',b'STARBURST',0.09899939,965.3143,285.4346,639.673,158.406,38.66491,161.0919,110.8548,-104.8357,-20.75043
12102,516,52017,260,b'GALAXY',b'',0.1110347,83.49601,24.82478,21.28969,103.7649,12.52485,34.47805,35.11537,-6.764127,-7.882018
12103,517,52024,115,b'GALAXY',b'STARBURST',0.109807,1217.447,302.8578,244.386,452.7896,37.36615,198.3873,144.5082,-78.09909,-28.09178
12104,517,52024,383,b'GALAXY',b'STARFORMING',0.02242605,81.34911,23.91407,21.81702,16.82155,5.788028,17.87432,17.87245,-16.86032,-3.077435
12105,517,52024,460,b'GALAXY',b'',0.1330651,225.7218,34.9091,16.37218,107.701,13.03354,30.61449,23.69548,-19.60417,-9.555054
12106,518,52282,140,b'GALAXY',b'STARBURST',0.02088534,1264.928,349.0991,1132.399,95.26794,31.76818,167.0444,118.4742,-90.90858,-7.190629
12107,518,52282,390,b'GALAXY',b'STARBURST',0.07389301,822.8351,176.5653,55.91084,282.7516,24.80792,147.6782,109.6269,-61.53245,-21.32792
12108,518,52282,551,b'GALAXY',b'AGN',0.07514468,73.12608,21.68219,43.91436,72.14079,18.96292,45.16938,34.9506,-3.194116,-2.940549
12109,520,52288,382,b'GALAXY',b'STARFORMING',0.0799022,375.9059,78.02871,31.90225,125.1987,12.99699,74.72017,55.09069,-37.41498,-12.45199
12110,520,52288,451,b'GALAXY',b'STARFORMING',0.08124271,511.6381,119.8109,38.12273,179.3427,14.81048,89.63476,65.92686,-38.34777,-13.3643
12111,521,52326,439,b'GALAXY',b'STARBURST',0.09383031,434.3267,98.86047,35.77698,160.3994,14.30835,79.93172,55.17939,-42.09948,-15.59597
12112,523,52026,151,b'GALAXY',b'STARFORMING',0.06640103,477.3565,98.06383,21.89274,151.3674,11.25387,74.45216,45.74155,-36.58195,-11.5391
12113,523,52026,155,b'GALAXY',b'STARFORMING',0.020706,191.7896,59.85041,113.1896,21.06145,7.693325,42.84445,34.04177,-32.58884,-3.644327
12114,523,52026,209,b'GALAXY',b'AGN',0.1641583,221.5594,61.39472,738.8312,160.1471,34.5282,58.14546,57.95016,-24.6771,-17.38306
12115,524,52027,118,b'GALAXY',b'STARBURST',0.03611031,650.4529,208.946,257.0205,125.0444,17.26417,128.5047,91.98807,-61.08273,-11.62304
12116,524,52027,476,b'GALAXY',b'STARFORMING',0.07326455,192.6821,57.30991,49.14112,40.9526,6.537068,45.84503,29.59372,-36.51355,-8.068501
12117,525,52295,64,b'GALAXY',b'STARFORMING',0.03586502,342.5784,90.59064,32.28125,112.6603,10.56788,77.42681,50.63883,-21.58077,-6.98091
12118,525,52295,430,b'GALAXY',b'STARFORMING',0.1066158,431.222,116.2181,51.93885,189.3847,14.62135,73.99105,57.82693,-44.7979,-19.44884
12119,525,52295,551,b'GALAXY',b'STARFORMING',0.01991638,653.0706,254.9933,616.3115,78.16273,16.078,97.48576,76.10934,-39.89444,-4.939246
12120,526,52312,391,b'GALAXY',b'STARFORMING',0.1874334,463.2742,68.30775,33.47372,254.4664,17.22161,65.65422,41.30582,-40.17761,-21.4757
12121,526,52312,452,b'GALAXY',b'STARBURST',0.09695178,770.23,216.3694,336.664,155.5354,35.75906,145.4026,107.8144,-69.22086,-14.16246
12122,527,52342,144,b'GALAXY',b'STARBURST',0.003492487,203.1089,64.50741,109.9807,15.60545,7.304017,37.36918,25.29248,-60.02212,-4.616612
12123,527,52342,188,b'GALAXY',b'STARBURST',0.08107071,651.1071,174.2879,350.4452,115.7387,24.49543,113.6065,85.20131,-73.00629,-13.10565
12124,290,51941,567,b'GALAXY',b'STARBURST',0.04588205,677.2238,205.2914,711.4135,50.22777,14.51419,80.60783,60.10955,-132.6069,-9.991565
12125,291,51928,132,b'GALAXY',b'STARBURST',0.07979219,1700.527,404.2341,576.2704,364.1849,28.7973,201.4753,153.2824,-160.63,-34.74382
12126,291,51660,188,b'GALAXY',b'STARFORMING',0.0805637,519.7341,116.4355,23.64322,193.1723,12.11647,78.53889,57.05272,-39.06983,-14.33454
12127,291,51928,255,b'GALAXY',b'STARBURST',0.01129932,1017.753,340.7311,833.7869,98.15707,15.69403,125.8432,91.79736,-79.13677,-8.066542
